大学,学部名,学科名,日程,入試方式,10桁コード,rank
近畿大学,文芸,文化デザイン,共,前期Ａ,3647-03-1302,4
近畿大学,文芸,文化デザイン,共,前期Ｂ,3647-03-1303,4
近畿大学,文芸,文化デザイン,共,前期３,3647-03-1371,4
近畿大学,文芸,文化デザイン,共,中期,3647-03-1372,4
近畿大学,文芸,文化デザイン,共,併用Ｂ,3647-03-1373,4
近畿大学,文芸,文化デザイン,共,併用Ａ,3647-03-1376,4
近畿大学,文芸,文化デザイン,共,前期７,3647-03-1377,4
近畿大学,法,法律,共,前期Ａ,3647-12-0202,4
近畿大学,法,法律,共,前期Ｂ,3647-12-0203,4
近畿大学,法,法律,共,前期３,3647-12-0271,4
近畿大学,法,法律,共,中期５,3647-12-0272,4
近畿大学,法,法律,共,併用Ｂ,3647-12-0273,4
近畿大学,法,法律,共,中期３,3647-12-0275,4
近畿大学,法,法律,共,併用Ａ,3647-12-0276,4
近畿大学,法,法律,共,前期７,3647-12-0277,4
近畿大学,経済,経済,共,前期Ａ,3647-18-0101,4
近畿大学,経済,経済,共,前期Ｂ,3647-18-0102,4
近畿大学,経済,経済,共,前期３,3647-18-0171,4
近畿大学,経済,経済,共,併用Ｂ,3647-18-0173,4
近畿大学,経済,経済,共,中期,3647-18-0175,4
近畿大学,経済,経済,共,併用Ａ,3647-18-0176,4
近畿大学,経済,経済,共,前期７,3647-18-0177,4
近畿大学,経済,総合経済政策,共,前期Ａ,3647-18-0202,4
近畿大学,経済,総合経済政策,共,前期Ｂ,3647-18-0203,4
近畿大学,経済,総合経済政策,共,前期３,3647-18-0271,4
近畿大学,経済,総合経済政策,共,併用Ｂ,3647-18-0273,4
近畿大学,経済,総合経済政策,共,中期,3647-18-0275,4
近畿大学,経済,総合経済政策,共,併用Ａ,3647-18-0276,4
近畿大学,経済,総合経済政策,共,前期７,3647-18-0277,4
近畿大学,経済,国際経済,共,前期Ａ,3647-18-0501,4
近畿大学,経済,国際経済,共,前期Ｂ,3647-18-0502,4
近畿大学,経済,国際経済,共,前期３,3647-18-0571,4
近畿大学,経済,国際経済,共,併用Ｂ,3647-18-0573,4
近畿大学,経済,国際経済,共,中期,3647-18-0575,4
近畿大学,経済,国際経済,共,併用Ａ,3647-18-0576,4
近畿大学,経済,国際経済,共,前期７,3647-18-0577,4
近畿大学,経営,経営,共,前期Ａ,3647-19-0101,4
近畿大学,経営,経営,共,前期Ｂ,3647-19-0102,4
近畿大学,経営,経営,共,前期３,3647-19-0171,4
近畿大学,経営,経営,共,中期５,3647-19-0172,4
近畿大学,経営,経営,共,併用Ｂ,3647-19-0173,4
近畿大学,経営,経営,共,中期３,3647-19-0175,4
近畿大学,経営,経営,共,併用Ａ,3647-19-0176,4
近畿大学,経営,経営,共,前期７,3647-19-0177,4
近畿大学,経営,商,共,前期Ａ,3647-19-0201,4
近畿大学,経営,商,共,前期Ｂ,3647-19-0202,4
近畿大学,経営,商,共,前期３,3647-19-0271,4
近畿大学,経営,商,共,中期５,3647-19-0272,4
近畿大学,経営,商,共,併用Ｂ,3647-19-0273,4
近畿大学,経営,商,共,中期３,3647-19-0275,4
近畿大学,経営,商,共,併用Ａ,3647-19-0276,4
近畿大学,経営,商,共,前期７,3647-19-0277,4
近畿大学,経営,会計,共,前期Ａ,3647-19-0801,4
近畿大学,経営,会計,共,前期Ｂ,3647-19-0802,4
近畿大学,経営,会計,共,前期３,3647-19-0871,4
近畿大学,経営,会計,共,中期５,3647-19-0872,4
近畿大学,経営,会計,共,併用Ｂ,3647-19-0873,4
近畿大学,経営,会計,共,中期３,3647-19-0875,4
近畿大学,経営,会計,共,併用Ａ,3647-19-0876,4
近畿大学,経営,会計,共,前期７,3647-19-0877,4
近畿大学,経営,キャリア・マ,共,前期Ａ,3647-19-0901,4
近畿大学,経営,キャリア・マ,共,前期Ｂ,3647-19-0902,4
近畿大学,経営,キャリア・マ,共,前期３,3647-19-0971,4
近畿大学,経営,キャリア・マ,共,中期５,3647-19-0972,4
近畿大学,経営,キャリア・マ,共,併用Ｂ,3647-19-0973,4
近畿大学,経営,キャリア・マ,共,中期３,3647-19-0975,4
近畿大学,経営,キャリア・マ,共,併用Ａ,3647-19-0976,4
近畿大学,経営,キャリア・マ,共,前期７,3647-19-0977,4
近畿大学,総合社会,総合／ 社会マ,共,前期Ａ,3647-27-0101,4
近畿大学,総合社会,総合／ 社会マ,共,前期Ｂ,3647-27-0102,4
近畿大学,総合社会,総合／ 社会マ,共,前期３,3647-27-0171,4
近畿大学,総合社会,総合／ 社会マ,共,中期３,3647-27-0172,4
近畿大学,総合社会,総合／ 社会マ,共,中期５,3647-27-0173,4
近畿大学,総合社会,総合／ 社会マ,共,併用Ｂ,3647-27-0174,4
近畿大学,総合社会,総合／ 社会マ,共,併用Ａ,3647-27-0176,4
近畿大学,総合社会,総合／ 社会マ,共,前期７,3647-27-0177,4
近畿大学,総合社会,総合／ 心理系,共,前期Ａ,3647-27-0201,4
近畿大学,総合社会,総合／ 心理系,共,前期Ｂ,3647-27-0202,4
近畿大学,総合社会,総合／ 心理系,共,前期３,3647-27-0271,4
近畿大学,総合社会,総合／ 心理系,共,中期３,3647-27-0272,4
近畿大学,総合社会,総合／ 心理系,共,中期５,3647-27-0273,4
近畿大学,総合社会,総合／ 心理系,共,併用Ｂ,3647-27-0274,4
近畿大学,総合社会,総合／ 心理系,共,併用Ａ,3647-27-0276,4
近畿大学,総合社会,総合／ 心理系,共,前期７,3647-27-0277,4
近畿大学,総合社会,総合／ 環境ま,共,前期Ａ,3647-27-0301,4
近畿大学,総合社会,総合／ 環境ま,共,前期Ｂ,3647-27-0302,4
近畿大学,総合社会,総合／ 環境ま,共,前期３,3647-27-0371,4
近畿大学,総合社会,総合／ 環境ま,共,中期３,3647-27-0372,4
近畿大学,総合社会,総合／ 環境ま,共,中期５,3647-27-0373,4
近畿大学,総合社会,総合／ 環境ま,共,併用Ｂ,3647-27-0374,4
近畿大学,総合社会,総合／ 環境ま,共,併用Ａ,3647-27-0376,4
近畿大学,総合社会,総合／ 環境ま,共,前期７,3647-27-0377,4
近畿大学,国際,国際／ グロー,共,前期Ａ,3647-33-0102,4
近畿大学,国際,国際／ グロー,共,前期Ｂ,3647-33-0103,4
近畿大学,国際,国際／ グロー,共,前Ａ独,3647-33-0104,4
近畿大学,国際,国際／ グロー,共,前Ｂ独,3647-33-0105,4
近畿大学,国際,国際／ グロー,共,前期３,3647-33-0171,4
近畿大学,国際,国際／ グロー,共,中期,3647-33-0172,4
近畿大学,国際,国際／ グロー,共,併用Ｂ,3647-33-0173,4
近畿大学,国際,国際／ グロー,共,前期１,3647-33-0176,4
近畿大学,国際,国際／ グロー,共,併用Ａ,3647-33-0178,4
近畿大学,国際,国際／ グロー,共,前期５,3647-33-0179,4
近畿大学,国際,国際／ 中国語,共,前期Ａ,3647-33-0301,4
近畿大学,国際,国際／ 中国語,共,前期Ｂ,3647-33-0302,4
近畿大学,国際,国際／ 中国語,共,前期１,3647-33-0371,4
近畿大学,国際,国際／ 中国語,共,前期３,3647-33-0373,4
近畿大学,国際,国際／ 中国語,共,中期,3647-33-0374,4
近畿大学,国際,国際／ 中国語,共,併用Ａ,3647-33-0375,4
近畿大学,国際,国際／ 中国語,共,前期５,3647-33-0376,4
近畿大学,国際,国際／ 中国語,共,併用Ｂ,3647-33-0377,4
近畿大学,国際,国際／ 韓国語,共,前期Ａ,3647-33-0401,4
近畿大学,国際,国際／ 韓国語,共,前期Ｂ,3647-33-0402,4
近畿大学,国際,国際／ 韓国語,共,前期１,3647-33-0471,4
近畿大学,国際,国際／ 韓国語,共,前期３,3647-33-0473,4
近畿大学,国際,国際／ 韓国語,共,中期,3647-33-0474,4
近畿大学,国際,国際／ 韓国語,共,併用Ａ,3647-33-0475,4
近畿大学,国際,国際／ 韓国語,共,前期５,3647-33-0476,4
近畿大学,国際,国際／ 韓国語,共,併用Ｂ,3647-33-0477,4
近畿大学,情報,情報,共,前Ａ理,3647-37-0103,4
近畿大学,情報,情報,共,前Ａ国,3647-37-0104,4
近畿大学,情報,情報,共,前Ｂ理,3647-37-0105,4
近畿大学,情報,情報,共,前Ｂ国,3647-37-0106,4
近畿大学,情報,情報,共,前期４,3647-37-0170,4
近畿大学,情報,情報,共,中期３,3647-37-0173,4
近畿大学,情報,情報,共,前期７,3647-37-0174,4
近畿大学,情報,情報,共,併Ａ理,3647-37-0175,4
近畿大学,情報,情報,共,併Ａ国,3647-37-0176,4
近畿大学,情報,情報,共,併Ｂ理,3647-37-0177,4
近畿大学,情報,情報,共,併Ｂ国,3647-37-0178,4
近畿大学,情報,情報,共,中期４,3647-37-0179,4
近畿大学,工,機械工,共,前期Ａ,3647-46-0102,4
近畿大学,工,機械工,共,前期Ｂ,3647-46-0103,4
近畿大学,工,機械工,共,前期３,3647-46-0171,4
近畿大学,工,機械工,共,併用Ｂ,3647-46-0173,4
近畿大学,工,機械工,共,中期,3647-46-0175,4
近畿大学,工,機械工,共,前期５,3647-46-0176,4
近畿大学,工,機械工,共,併用Ａ,3647-46-0177,4
近畿大学,工,ロボティクス,共,前期Ａ,3647-46-0202,4
近畿大学,工,ロボティクス,共,前期Ｂ,3647-46-0203,4
近畿大学,工,ロボティクス,共,前期３,3647-46-0271,4
近畿大学,工,ロボティクス,共,併用Ｂ,3647-46-0273,4
近畿大学,工,ロボティクス,共,中期,3647-46-0275,4
近畿大学,工,ロボティクス,共,前期５,3647-46-0276,4
近畿大学,工,ロボティクス,共,併用Ａ,3647-46-0277,4
近畿大学,工,情報,共,前期Ａ,3647-46-0302,4
近畿大学,工,情報,共,前期Ｂ,3647-46-0303,4
近畿大学,工,情報,共,前期３,3647-46-0371,4
近畿大学,工,情報,共,併用Ｂ,3647-46-0373,4
近畿大学,工,情報,共,中期,3647-46-0375,4
近畿大学,工,情報,共,前期５,3647-46-0376,4
近畿大学,工,情報,共,併用Ａ,3647-46-0377,4
近畿大学,工,建築,共,前期Ａ,3647-46-0402,4
近畿大学,工,建築,共,前期Ｂ,3647-46-0403,4
近畿大学,工,建築,共,前期３,3647-46-0471,4
近畿大学,工,建築,共,併用Ｂ,3647-46-0473,4
近畿大学,工,建築,共,中期,3647-46-0475,4
近畿大学,工,建築,共,前期５,3647-46-0476,4
近畿大学,工,建築,共,併用Ａ,3647-46-0477,4
近畿大学,工,化学生命工,共,前期Ａ,3647-46-0502,4
近畿大学,工,化学生命工,共,前期Ｂ,3647-46-0503,4
近畿大学,工,化学生命工,共,前期３,3647-46-0571,4
近畿大学,工,化学生命工,共,併用Ｂ,3647-46-0573,4
近畿大学,工,化学生命工,共,中期,3647-46-0575,4
近畿大学,工,化学生命工,共,前期５,3647-46-0576,4
近畿大学,工,化学生命工,共,併用Ａ,3647-46-0577,4
近畿大学,工,電子情報工,共,前期Ａ,3647-46-0602,4
近畿大学,工,電子情報工,共,前期Ｂ,3647-46-0603,4
近畿大学,工,電子情報工,共,前期３,3647-46-0671,4
近畿大学,工,電子情報工,共,併用Ｂ,3647-46-0673,4
近畿大学,工,電子情報工,共,中期,3647-46-0675,4
近畿大学,工,電子情報工,共,前期５,3647-46-0676,4
近畿大学,工,電子情報工,共,併用Ａ,3647-46-0677,4
近畿大学,産業理工,生物環境化,共,前期Ａ,3647-47-0305,4
近畿大学,産業理工,生物環境化,共,前期Ｂ,3647-47-0306,4
近畿大学,産業理工,生物環境化,共,中期３,3647-47-0371,4
近畿大学,産業理工,生物環境化,共,中期５,3647-47-0372,4
近畿大学,産業理工,生物環境化,共,併用Ｂ,3647-47-0373,4
近畿大学,産業理工,生物環境化,共,前期５,3647-47-0375,4
近畿大学,産業理工,生物環境化,共,前期３,3647-47-0376,4
近畿大学,産業理工,生物環境化,共,併用Ａ,3647-47-0377,4
近畿大学,産業理工,電気電子工,共,前期Ａ,3647-47-0802,4
近畿大学,産業理工,電気電子工,共,前期Ｂ,3647-47-0803,4
近畿大学,産業理工,電気電子工,共,中期３,3647-47-0871,4
近畿大学,産業理工,電気電子工,共,中期５,3647-47-0872,4
近畿大学,産業理工,電気電子工,共,併用Ｂ,3647-47-0873,4
近畿大学,産業理工,電気電子工,共,前期５,3647-47-0875,4
近畿大学,産業理工,電気電子工,共,前期３,3647-47-0876,4
近畿大学,産業理工,電気電子工,共,併用Ａ,3647-47-0877,4
近畿大学,産業理工,建築・デザイ,共,前期Ａ,3647-47-0902,4
近畿大学,産業理工,建築・デザイ,共,前期Ｂ,3647-47-0903,4
近畿大学,産業理工,建築・デザイ,共,中期３,3647-47-0971,4
近畿大学,産業理工,建築・デザイ,共,中期５,3647-47-0972,4
近畿大学,産業理工,建築・デザイ,共,併用Ｂ,3647-47-0973,4
近畿大学,産業理工,建築・デザイ,共,前期５,3647-47-0975,4
近畿大学,産業理工,建築・デザイ,共,前期３,3647-47-0976,4
近畿大学,産業理工,建築・デザイ,共,併用Ａ,3647-47-0977,4
近畿大学,産業理工,情報,共,前期Ａ,3647-47-1002,4
近畿大学,産業理工,情報,共,前期Ｂ,3647-47-1003,4
近畿大学,産業理工,情報,共,中期３,3647-47-1071,4
近畿大学,産業理工,情報,共,中期５,3647-47-1072,4
近畿大学,産業理工,情報,共,併用Ｂ,3647-47-1073,4
近畿大学,産業理工,情報,共,前期５,3647-47-1075,4
近畿大学,産業理工,情報,共,前期３,3647-47-1076,4
近畿大学,産業理工,情報,共,併用Ａ,3647-47-1077,4
近畿大学,産業理工,経営ビジネス,共,前期Ａ,3647-47-1102,4
近畿大学,産業理工,経営ビジネス,共,前期Ｂ,3647-47-1103,4
近畿大学,産業理工,経営ビジネス,共,中期３,3647-47-1171,4
近畿大学,産業理工,経営ビジネス,共,中期５,3647-47-1172,4
近畿大学,産業理工,経営ビジネス,共,併用Ｂ,3647-47-1173,4
近畿大学,産業理工,経営ビジネス,共,前期５,3647-47-1175,4
近畿大学,産業理工,経営ビジネス,共,前期３,3647-47-1176,4
近畿大学,産業理工,経営ビジネス,共,併用Ａ,3647-47-1177,4
近畿大学,理工,応用化,共,前期Ａ,3647-48-0102,4
近畿大学,理工,応用化,共,前期Ｂ,3647-48-0103,4
近畿大学,理工,応用化,共,前期３,3647-48-0171,4
近畿大学,理工,応用化,共,併用Ｂ,3647-48-0173,4
近畿大学,理工,応用化,共,中期,3647-48-0175,4
近畿大学,理工,応用化,共,前期５,3647-48-0176,4
近畿大学,理工,応用化,共,併用Ａ,3647-48-0177,4
近畿大学,理工,理／ 数学,共,前期Ａ,3647-48-1202,4
近畿大学,理工,理／ 数学,共,前期Ｂ,3647-48-1203,4
近畿大学,理工,理／ 数学,共,前期３,3647-48-1271,4
近畿大学,理工,理／ 数学,共,併用Ｂ,3647-48-1273,4
近畿大学,理工,理／ 数学,共,中期,3647-48-1275,4
近畿大学,理工,理／ 数学,共,前期５,3647-48-1276,4
近畿大学,理工,理／ 数学,共,併用Ａ,3647-48-1277,4
近畿大学,理工,理／ 物理学,共,前期Ａ,3647-48-1302,4
近畿大学,理工,理／ 物理学,共,前期Ｂ,3647-48-1303,4
近畿大学,理工,理／ 物理学,共,前期３,3647-48-1371,4
近畿大学,理工,理／ 物理学,共,併用Ｂ,3647-48-1373,4
近畿大学,理工,理／ 物理学,共,中期,3647-48-1375,4
近畿大学,理工,理／ 物理学,共,前期５,3647-48-1376,4
近畿大学,理工,理／ 物理学,共,併用Ａ,3647-48-1377,4
近畿大学,理工,機械工,共,前期Ａ,3647-48-1802,4
近畿大学,理工,機械工,共,前期Ｂ,3647-48-1803,4
近畿大学,理工,機械工,共,前期３,3647-48-1871,4
近畿大学,理工,機械工,共,併用Ｂ,3647-48-1873,4
近畿大学,理工,機械工,共,中期,3647-48-1875,4
近畿大学,理工,機械工,共,前期５,3647-48-1876,4
近畿大学,理工,機械工,共,併用Ａ,3647-48-1877,4
近畿大学,理工,理／ 化学,共,前期Ａ,3647-48-2302,4
近畿大学,理工,理／ 化学,共,前期Ｂ,3647-48-2303,4
近畿大学,理工,理／ 化学,共,前期３,3647-48-2371,4
近畿大学,理工,理／ 化学,共,併用Ｂ,3647-48-2373,4
近畿大学,理工,理／ 化学,共,中期,3647-48-2375,4
近畿大学,理工,理／ 化学,共,前期５,3647-48-2376,4
近畿大学,理工,理／ 化学,共,併用Ａ,3647-48-2377,4
近畿大学,理工,生命科学,共,前期Ａ,3647-48-2402,4
近畿大学,理工,生命科学,共,前期Ｂ,3647-48-2403,4
近畿大学,理工,生命科学,共,前期３,3647-48-2471,4
近畿大学,理工,生命科学,共,併用Ｂ,3647-48-2473,4
近畿大学,理工,生命科学,共,中期,3647-48-2475,4
近畿大学,理工,生命科学,共,前期５,3647-48-2476,4
近畿大学,理工,生命科学,共,併用Ａ,3647-48-2477,4
近畿大学,理工,社会環境工,共,前期Ａ,3647-48-3102,4
近畿大学,理工,社会環境工,共,前期Ｂ,3647-48-3103,4
近畿大学,理工,社会環境工,共,前期３,3647-48-3171,4
近畿大学,理工,社会環境工,共,併用Ｂ,3647-48-3173,4
近畿大学,理工,社会環境工,共,中期,3647-48-3175,4
近畿大学,理工,社会環境工,共,前期５,3647-48-3176,4
近畿大学,理工,社会環境工,共,併用Ａ,3647-48-3177,4
近畿大学,理工,電気電子通信,共,前期Ａ,3647-48-3202,4
近畿大学,理工,電気電子通信,共,前期Ｂ,3647-48-3203,4
近畿大学,理工,電気電子通信,共,前期３,3647-48-3271,4
近畿大学,理工,電気電子通信,共,併用Ｂ,3647-48-3273,4
近畿大学,理工,電気電子通信,共,中期,3647-48-3275,4
近畿大学,理工,電気電子通信,共,前期５,3647-48-3276,4
近畿大学,理工,電気電子通信,共,併用Ａ,3647-48-3277,4
